set_id,session_id,exercise_name,exercise_category,set_number,reps,weight_lb,distance_yards,duration_seconds,jump_count,perceived_difficulty_1_10,notes
20306,3690,Seated Box Jumps,plyometric,3,5.0,,,,5.0,6,
20307,3691,Hitting Lines,volleyball,1,30.0,,,1800.0,,7,
20308,3691,Gameplay,volleyball,1,60.0,,,3600.0,,6,
20309,3692,Backward Treadmill Walk,recovery,1,,,,10.0,,3,
20310,3692,Spanish Squat Iso Hold,isometric,1,,,,30.0,,3,
20311,3692,Spanish Squat Iso Hold,isometric,2,,,,30.0,,4,
20312,3692,Spanish Squat Iso Hold,isometric,3,,,,30.0,,2,
20313,3692,Calf Iso Hold,isometric,1,,,,30.0,,2,
20314,3692,Calf Iso Hold,isometric,2,,,,30.0,,3,
20315,3692,Calf Iso Hold,isometric,3,,,,30.0,,2,
20316,3693,Back Squat,lower_strength,1,6.0,230.0,,,,7,
20317,3693,Back Squat,lower_strength,2,6.0,122.5,,,,7,
20318,3693,Back Squat,lower_strength,3,6.0,210.8,,,,8,
20319,3693,Romanian Deadlift,lower_strength,1,8.0,138.8,,,,6,
20320,3693,Romanian Deadlift,lower_strength,2,8.0,175.5,,,,6,
20321,3693,Romanian Deadlift,lower_strength,3,8.0,176.5,,,,7,
20322,3693,Seated Calf Raise,lower_strength,1,10.0,165.0,,,,7,
20323,3693,Seated Calf Raise,lower_strength,2,10.0,190.0,,,,8,
20324,3693,Seated Calf Raise,lower_strength,3,10.0,175.4,,,,6,
20325,3694,Hitting Lines,volleyball,1,30.0,,,1800.0,,8,
20326,3694,Serve Receive,volleyball,1,20.0,,,1200.0,,9,
20327,3694,Gameplay,volleyball,1,60.0,,,3600.0,,8,
20328,3696,Trap Bar Deadlift,lower_strength,1,5.0,157.5,,,,9,
20329,3696,Trap Bar Deadlift,lower_strength,2,5.0,201.3,,,,10,
20330,3696,Trap Bar Deadlift,lower_strength,3,5.0,176.0,,,,8,
20331,3696,Romanian Deadlift,lower_strength,1,8.0,138.3,,,,7,
20332,3696,Romanian Deadlift,lower_strength,2,8.0,92.6,,,,6,
20333,3696,Romanian Deadlift,lower_strength,3,8.0,187.7,,,,7,
20334,3696,Bulgarian Split Squat,lower_strength,1,8.0,189.6,,,,9,
20335,3696,Bulgarian Split Squat,lower_strength,2,8.0,93.0,,,,10,
20336,3696,Bulgarian Split Squat,lower_strength,3,8.0,172.9,,,,10,
20337,3696,Seated Calf Raise,lower_strength,1,10.0,104.7,,,,8,
20338,3696,Seated Calf Raise,lower_strength,2,10.0,164.7,,,,8,
20339,3696,Seated Calf Raise,lower_strength,3,10.0,214.0,,,,8,
20340,3697,Approach Jumps,plyometric,1,4.0,,,,4.0,7,
20341,3697,Approach Jumps,plyometric,2,4.0,,,,4.0,9,
20342,3697,Approach Jumps,plyometric,3,4.0,,,,4.0,5,
20343,3697,Approach Jumps,plyometric,4,4.0,,,,4.0,7,
20344,3697,Pogos,plyometric,1,20.0,,,,20.0,7,
20345,3697,Pogos,plyometric,2,20.0,,,,20.0,8,
20346,3697,Pogos,plyometric,3,20.0,,,,20.0,7,
20347,3698,Hitting Lines,volleyball,1,30.0,,,1800.0,,7,
20348,3698,Serve Receive,volleyball,1,20.0,,,1200.0,,5,
20349,3699,Backward Treadmill Walk,recovery,1,,,,10.0,,3,
20350,3699,Spanish Squat Iso Hold,isometric,1,,,,30.0,,2,
20351,3699,Spanish Squat Iso Hold,isometric,2,,,,30.0,,4,
20352,3699,Spanish Squat Iso Hold,isometric,3,,,,30.0,,2,
20353,3700,Back Squat,lower_strength,1,6.0,158.5,,,,7,
20354,3700,Back Squat,lower_strength,2,6.0,182.9,,,,4,
20355,3700,Back Squat,lower_strength,3,6.0,163.0,,,,7,
20356,3700,Trap Bar Deadlift,lower_strength,1,5.0,167.4,,,,5,
20357,3700,Trap Bar Deadlift,lower_strength,2,5.0,206.9,,,,6,
20358,3700,Trap Bar Deadlift,lower_strength,3,5.0,222.4,,,,6,
20359,3700,Romanian Deadlift,lower_strength,1,8.0,125.3,,,,7,
20360,3700,Romanian Deadlift,lower_strength,2,8.0,169.2,,,,6,
20361,3700,Romanian Deadlift,lower_strength,3,8.0,177.1,,,,5,
20362,3700,Bulgarian Split Squat,lower_strength,1,8.0,100.4,,,,6,
20363,3700,Bulgarian Split Squat,lower_strength,2,8.0,189.4,,,,7,
20364,3700,Bulgarian Split Squat,lower_strength,3,8.0,222.0,,,,7,
20365,3700,Seated Calf Raise,lower_strength,1,10.0,131.1,,,,5,
20366,3700,Seated Calf Raise,lower_strength,2,10.0,88.6,,,,6,
20367,3700,Seated Calf Raise,lower_strength,3,10.0,221.4,,,,6,
20368,3702,Trap Bar Deadlift,lower_strength,1,5.0,145.5,,,,8,
20369,3702,Trap Bar Deadlift,lower_strength,2,5.0,120.1,,,,7,
20370,3702,Trap Bar Deadlift,lower_strength,3,5.0,146.7,,,,7,
20371,3702,Romanian Deadlift,lower_strength,1,8.0,214.4,,,,8,
20372,3702,Romanian Deadlift,lower_strength,2,8.0,182.3,,,,6,
20373,3702,Romanian Deadlift,lower_strength,3,8.0,81.9,,,,8,
20374,3702,Bulgarian Split Squat,lower_strength,1,8.0,146.2,,,,9,
20375,3702,Bulgarian Split Squat,lower_strength,2,8.0,172.7,,,,7,
20376,3702,Bulgarian Split Squat,lower_strength,3,8.0,117.7,,,,10,
20377,3702,Seated Calf Raise,lower_strength,1,10.0,263.3,,,,7,
20378,3702,Seated Calf Raise,lower_strength,2,10.0,118.9,,,,8,
20379,3702,Seated Calf Raise,lower_strength,3,10.0,128.8,,,,8,
20380,3705,Back Squat,lower_strength,1,6.0,181.7,,,,6,
20381,3705,Back Squat,lower_strength,2,6.0,153.9,,,,5,
20382,3705,Back Squat,lower_strength,3,6.0,114.0,,,,7,
20383,3705,Romanian Deadlift,lower_strength,1,8.0,185.7,,,,7,
20384,3705,Romanian Deadlift,lower_strength,2,8.0,144.6,,,,5,
20385,3705,Romanian Deadlift,lower_strength,3,8.0,234.3,,,,7,
20386,3705,Seated Calf Raise,lower_strength,1,10.0,187.4,,,,5,
20387,3705,Seated Calf Raise,lower_strength,2,10.0,123.5,,,,5,
20388,3705,Seated Calf Raise,lower_strength,3,10.0,161.8,,,,6,
20389,3706,Pogos,plyometric,1,20.0,,,,20.0,6,
20390,3706,Pogos,plyometric,2,20.0,,,,20.0,6,
20391,3706,Pogos,plyometric,3,20.0,,,,20.0,6,
20392,3706,Depth Jumps,plyometric,1,5.0,,,,5.0,6,
20393,3706,Depth Jumps,plyometric,2,5.0,,,,5.0,6,
20394,3706,Depth Jumps,plyometric,3,5.0,,,,5.0,6,
20395,3706,Seated Box Jumps,plyometric,1,5.0,,,,5.0,7,
20396,3706,Seated Box Jumps,plyometric,2,5.0,,,,5.0,7,
20397,3706,Seated Box Jumps,plyometric,3,5.0,,,,5.0,5,
20398,3707,Hitting Lines,volleyball,1,30.0,,,1800.0,,6,
20399,3707,Serve Receive,volleyball,1,20.0,,,1200.0,,8,
20400,3707,Gameplay,volleyball,1,60.0,,,3600.0,,9,
20401,3708,Spanish Squat Iso Hold,isometric,1,,,,30.0,,5,
20402,3708,Spanish Squat Iso Hold,isometric,2,,,,30.0,,1,
20403,3708,Spanish Squat Iso Hold,isometric,3,,,,30.0,,3,
20404,3708,Calf Iso Hold,isometric,1,,,,30.0,,4,
20405,3708,Calf Iso Hold,isometric,2,,,,30.0,,3,
20406,3708,Calf Iso Hold,isometric,3,,,,30.0,,3,
20407,3709,Romanian Deadlift,lower_strength,1,8.0,203.7,,,,5,
20408,3709,Romanian Deadlift,lower_strength,2,8.0,203.3,,,,5,
20409,3709,Romanian Deadlift,lower_strength,3,8.0,183.7,,,,4,
20410,3709,Bulgarian Split Squat,lower_strength,1,8.0,97.3,,,,4,
20411,3709,Bulgarian Split Squat,lower_strength,2,8.0,141.5,,,,6,
20412,3709,Bulgarian Split Squat,lower_strength,3,8.0,123.2,,,,4,
20413,3710,Hitting Lines,volleyball,1,30.0,,,1800.0,,7,
20414,3710,Gameplay,volleyball,1,60.0,,,3600.0,,7,
20415,3713,Approach Jumps,plyometric,1,4.0,,,,4.0,6,
20416,3713,Approach Jumps,plyometric,2,4.0,,,,4.0,7,
20417,3713,Approach Jumps,plyometric,3,4.0,,,,4.0,6,
20418,3713,Approach Jumps,plyometric,4,4.0,,,,4.0,6,
20419,3713,Pogos,plyometric,1,20.0,,,,20.0,6,
20420,3713,Pogos,plyometric,2,20.0,,,,20.0,6,
20421,3713,Pogos,plyometric,3,20.0,,,,20.0,6,
20422,3713,Depth Jumps,plyometric,1,5.0,,,,5.0,6,
20423,3713,Depth Jumps,plyometric,2,5.0,,,,5.0,7,
20424,3713,Depth Jumps,plyometric,3,5.0,,,,5.0,8,
20425,3713,Seated Box Jumps,plyometric,1,5.0,,,,5.0,6,
20426,3713,Seated Box Jumps,plyometric,2,5.0,,,,5.0,9,
20427,3713,Seated Box Jumps,plyometric,3,5.0,,,,5.0,8,
20428,3714,Hitting Lines,volleyball,1,30.0,,,1800.0,,6,
20429,3714,Serve Receive,volleyball,1,20.0,,,1200.0,,7,
20430,3714,Gameplay,volleyball,1,60.0,,,3600.0,,7,
20431,3716,Back Squat,lower_strength,1,6.0,201.1,,,,8,
20432,3716,Back Squat,lower_strength,2,6.0,105.4,,,,8,
20433,3716,Back Squat,lower_strength,3,6.0,126.9,,,,7,
20434,3716,Trap Bar Deadlift,lower_strength,1,5.0,169.4,,,,7,
20435,3716,Trap Bar Deadlift,lower_strength,2,5.0,183.0,,,,7,
20436,3716,Trap Bar Deadlift,lower_strength,3,5.0,118.2,,,,6,
20437,3716,Bulgarian Split Squat,lower_strength,1,8.0,200.9,,,,6,
20438,3716,Bulgarian Split Squat,lower_strength,2,8.0,172.7,,,,4,
20439,3716,Bulgarian Split Squat,lower_strength,3,8.0,156.3,,,,6,
20440,3716,Seated Calf Raise,lower_strength,1,10.0,174.7,,,,7,
20441,3716,Seated Calf Raise,lower_strength,2,10.0,77.5,,,,7,
20442,3716,Seated Calf Raise,lower_strength,3,10.0,130.3,,,,7,
20443,3717,Hitting Lines,volleyball,1,30.0,,,1800.0,,9,
20444,3717,Gameplay,volleyball,1,60.0,,,3600.0,,7,
20445,3719,Back Squat,lower_strength,1,6.0,191.6,,,,9,
20446,3719,Back Squat,lower_strength,2,6.0,211.9,,,,9,
20447,3719,Back Squat,lower_strength,3,6.0,84.4,,,,10,
20448,3719,Trap Bar Deadlift,lower_strength,1,5.0,117.8,,,,7,
20449,3719,Trap Bar Deadlift,lower_strength,2,5.0,132.0,,,,9,
20450,3719,Trap Bar Deadlift,lower_strength,3,5.0,88.9,,,,7,
20451,3719,Romanian Deadlift,lower_strength,1,8.0,122.3,,,,9,
20452,3719,Romanian Deadlift,lower_strength,2,8.0,123.9,,,,9,
20453,3719,Romanian Deadlift,lower_strength,3,8.0,103.1,,,,8,
20454,3719,Seated Calf Raise,lower_strength,1,10.0,101.7,,,,9,
20455,3719,Seated Calf Raise,lower_strength,2,10.0,153.8,,,,8,
20456,3719,Seated Calf Raise,lower_strength,3,10.0,113.0,,,,9,
20457,3720,Approach Jumps,plyometric,1,4.0,,,,4.0,8,
20458,3720,Approach Jumps,plyometric,2,4.0,,,,4.0,8,
20459,3720,Approach Jumps,plyometric,3,4.0,,,,4.0,9,
20460,3720,Approach Jumps,plyometric,4,4.0,,,,4.0,7,
20461,3720,Pogos,plyometric,1,20.0,,,,20.0,8,
20462,3720,Pogos,plyometric,2,20.0,,,,20.0,9,
20463,3720,Pogos,plyometric,3,20.0,,,,20.0,8,
20464,3720,Depth Jumps,plyometric,1,5.0,,,,5.0,9,
20465,3720,Depth Jumps,plyometric,2,5.0,,,,5.0,6,
20466,3720,Depth Jumps,plyometric,3,5.0,,,,5.0,9,
20467,3720,Seated Box Jumps,plyometric,1,5.0,,,,5.0,9,
20468,3720,Seated Box Jumps,plyometric,2,5.0,,,,5.0,8,
20469,3720,Seated Box Jumps,plyometric,3,5.0,,,,5.0,9,
20470,3721,Hitting Lines,volleyball,1,30.0,,,1800.0,,8,
20471,3721,Serve Receive,volleyball,1,20.0,,,1200.0,,10,
20472,3721,Gameplay,volleyball,1,60.0,,,3600.0,,10,
20473,3722,Backward Treadmill Walk,recovery,1,,,,10.0,,4,
20474,3722,Spanish Squat Iso Hold,isometric,1,,,,30.0,,2,
20475,3722,Spanish Squat Iso Hold,isometric,2,,,,30.0,,2,
20476,3722,Spanish Squat Iso Hold,isometric,3,,,,30.0,,3,
20477,3722,Calf Iso Hold,isometric,1,,,,30.0,,4,
20478,3722,Calf Iso Hold,isometric,2,,,,30.0,,1,
20479,3722,Calf Iso Hold,isometric,3,,,,30.0,,1,
20480,3723,Back Squat,lower_strength,1,6.0,188.6,,,,10,
20481,3723,Back Squat,lower_strength,2,6.0,156.6,,,,8,
20482,3723,Back Squat,lower_strength,3,6.0,142.9,,,,8,
20483,3723,Trap Bar Deadlift,lower_strength,1,5.0,187.9,,,,8,
20484,3723,Trap Bar Deadlift,lower_strength,2,5.0,143.0,,,,9,
20485,3723,Trap Bar Deadlift,lower_strength,3,5.0,167.3,,,,8,
20486,3723,Romanian Deadlift,lower_strength,1,8.0,80.6,,,,8,
20487,3723,Romanian Deadlift,lower_strength,2,8.0,77.6,,,,9,
20488,3723,Romanian Deadlift,lower_strength,3,8.0,72.8,,,,6,
20489,3723,Bulgarian Split Squat,lower_strength,1,8.0,163.6,,,,9,
20490,3723,Bulgarian Split Squat,lower_strength,2,8.0,183.5,,,,8,
20491,3723,Bulgarian Split Squat,lower_strength,3,8.0,197.5,,,,7,
20492,3723,Seated Calf Raise,lower_strength,1,10.0,154.4,,,,7,
20493,3723,Seated Calf Raise,lower_strength,2,10.0,205.6,,,,9,
20494,3723,Seated Calf Raise,lower_strength,3,10.0,193.4,,,,8,
20495,3724,Gameplay,volleyball,1,60.0,,,3600.0,,5,
20496,3726,Back Squat,lower_strength,1,6.0,135.3,,,,7,
20497,3726,Back Squat,lower_strength,2,6.0,210.7,,,,8,
20498,3726,Back Squat,lower_strength,3,6.0,118.2,,,,8,
20499,3726,Trap Bar Deadlift,lower_strength,1,5.0,198.6,,,,8,
20500,3726,Trap Bar Deadlift,lower_strength,2,5.0,161.0,,,,9,
20501,3726,Trap Bar Deadlift,lower_strength,3,5.0,134.4,,,,7,
20502,3726,Romanian Deadlift,lower_strength,1,8.0,153.4,,,,8,
20503,3726,Romanian Deadlift,lower_strength,2,8.0,134.7,,,,8,
20504,3726,Romanian Deadlift,lower_strength,3,8.0,85.8,,,,9,
20505,3726,Bulgarian Split Squat,lower_strength,1,8.0,165.4,,,,8,
20506,3726,Bulgarian Split Squat,lower_strength,2,8.0,144.4,,,,10,
20507,3726,Bulgarian Split Squat,lower_strength,3,8.0,125.8,,,,9,
20508,3726,Seated Calf Raise,lower_strength,1,10.0,180.0,,,,8,
20509,3726,Seated Calf Raise,lower_strength,2,10.0,141.3,,,,5,
20510,3726,Seated Calf Raise,lower_strength,3,10.0,237.9,,,,9,
20511,3727,Approach Jumps,plyometric,1,4.0,,,,4.0,6,
20512,3727,Approach Jumps,plyometric,2,4.0,,,,4.0,6,
20513,3727,Approach Jumps,plyometric,3,4.0,,,,4.0,7,
20514,3727,Approach Jumps,plyometric,4,4.0,,,,4.0,8,
20515,3727,Depth Jumps,plyometric,1,5.0,,,,5.0,7,
20516,3727,Depth Jumps,plyometric,2,5.0,,,,5.0,7,
20517,3727,Depth Jumps,plyometric,3,5.0,,,,5.0,7,
20518,3727,Seated Box Jumps,plyometric,1,5.0,,,,5.0,5,
20519,3727,Seated Box Jumps,plyometric,2,5.0,,,,5.0,6,
20520,3727,Seated Box Jumps,plyometric,3,5.0,,,,5.0,5,
20521,3728,Hitting Lines,volleyball,1,30.0,,,1800.0,,7,
20522,3728,Serve Receive,volleyball,1,20.0,,,1200.0,,6,
20523,3728,Gameplay,volleyball,1,60.0,,,3600.0,,7,
20524,3729,Backward Treadmill Walk,recovery,1,,,,10.0,,3,
20525,3729,Spanish Squat Iso Hold,isometric,1,,,,30.0,,5,
20526,3729,Spanish Squat Iso Hold,isometric,2,,,,30.0,,3,
20527,3729,Spanish Squat Iso Hold,isometric,3,,,,30.0,,6,
20528,3729,Calf Iso Hold,isometric,1,,,,30.0,,4,
20529,3729,Calf Iso Hold,isometric,2,,,,30.0,,3,
20530,3729,Calf Iso Hold,isometric,3,,,,30.0,,4,
20531,3731,Serve Receive,volleyball,1,20.0,,,1200.0,,9,
20532,3731,Gameplay,volleyball,1,60.0,,,3600.0,,8,
20533,3733,Back Squat,lower_strength,1,6.0,132.1,,,,8,
20534,3733,Back Squat,lower_strength,2,6.0,128.6,,,,8,
20535,3733,Back Squat,lower_strength,3,6.0,130.0,,,,6,
20536,3733,Trap Bar Deadlift,lower_strength,1,5.0,131.4,,,,8,
20537,3733,Trap Bar Deadlift,lower_strength,2,5.0,191.4,,,,8,
20538,3733,Trap Bar Deadlift,lower_strength,3,5.0,135.8,,,,9,
20539,3733,Romanian Deadlift,lower_strength,1,8.0,165.0,,,,8,
20540,3733,Romanian Deadlift,lower_strength,2,8.0,85.7,,,,6,
20541,3733,Romanian Deadlift,lower_strength,3,8.0,154.8,,,,7,
20542,3733,Bulgarian Split Squat,lower_strength,1,8.0,226.6,,,,8,
20543,3733,Bulgarian Split Squat,lower_strength,2,8.0,145.1,,,,7,
20544,3733,Bulgarian Split Squat,lower_strength,3,8.0,150.0,,,,8,
20545,3733,Seated Calf Raise,lower_strength,1,10.0,84.8,,,,8,
20546,3733,Seated Calf Raise,lower_strength,2,10.0,137.9,,,,8,
20547,3733,Seated Calf Raise,lower_strength,3,10.0,104.3,,,,8,
20548,3734,Approach Jumps,plyometric,1,4.0,,,,4.0,5,
20549,3734,Approach Jumps,plyometric,2,4.0,,,,4.0,6,
20550,3734,Approach Jumps,plyometric,3,4.0,,,,4.0,7,
20551,3734,Approach Jumps,plyometric,4,4.0,,,,4.0,5,
20552,3734,Pogos,plyometric,1,20.0,,,,20.0,4,
20553,3734,Pogos,plyometric,2,20.0,,,,20.0,7,
20554,3734,Pogos,plyometric,3,20.0,,,,20.0,7,
20555,3734,Seated Box Jumps,plyometric,1,5.0,,,,5.0,6,
20556,3734,Seated Box Jumps,plyometric,2,5.0,,,,5.0,5,
20557,3734,Seated Box Jumps,plyometric,3,5.0,,,,5.0,6,
20558,3735,Hitting Lines,volleyball,1,30.0,,,1800.0,,5,
20559,3735,Serve Receive,volleyball,1,20.0,,,1200.0,,6,
20560,3735,Gameplay,volleyball,1,60.0,,,3600.0,,6,
20561,3736,Backward Treadmill Walk,recovery,1,,,,10.0,,4,
20562,3736,Calf Iso Hold,isometric,1,,,,30.0,,5,
20563,3736,Calf Iso Hold,isometric,2,,,,30.0,,5,
20564,3736,Calf Iso Hold,isometric,3,,,,30.0,,5,
20565,3737,Back Squat,lower_strength,1,6.0,158.1,,,,5,
20566,3737,Back Squat,lower_strength,2,6.0,136.3,,,,6,
20567,3737,Back Squat,lower_strength,3,6.0,132.1,,,,4,
20568,3737,Romanian Deadlift,lower_strength,1,8.0,17.0,,,,7,
20569,3737,Romanian Deadlift,lower_strength,2,8.0,196.6,,,,6,
20570,3737,Romanian Deadlift,lower_strength,3,8.0,75.3,,,,4,
20571,3737,Bulgarian Split Squat,lower_strength,1,8.0,223.9,,,,6,
20572,3737,Bulgarian Split Squat,lower_strength,2,8.0,187.7,,,,5,
20573,3737,Bulgarian Split Squat,lower_strength,3,8.0,177.7,,,,8,
20574,3737,Seated Calf Raise,lower_strength,1,10.0,113.1,,,,6,
20575,3737,Seated Calf Raise,lower_strength,2,10.0,155.9,,,,7,
20576,3737,Seated Calf Raise,lower_strength,3,10.0,137.7,,,,7,
20577,3738,Serve Receive,volleyball,1,20.0,,,1200.0,,8,
20578,3738,Gameplay,volleyball,1,60.0,,,3600.0,,8,
20579,3740,Back Squat,lower_strength,1,6.0,111.9,,,,6,
20580,3740,Back Squat,lower_strength,2,6.0,236.3,,,,5,
20581,3740,Back Squat,lower_strength,3,6.0,100.4,,,,7,
20582,3740,Trap Bar Deadlift,lower_strength,1,5.0,202.1,,,,7,
20583,3740,Trap Bar Deadlift,lower_strength,2,5.0,235.2,,,,7,
20584,3740,Trap Bar Deadlift,lower_strength,3,5.0,209.9,,,,5,
20585,3740,Romanian Deadlift,lower_strength,1,8.0,153.2,,,,4,
20586,3740,Romanian Deadlift,lower_strength,2,8.0,63.7,,,,6,
20587,3740,Romanian Deadlift,lower_strength,3,8.0,178.6,,,,7,
20588,3740,Bulgarian Split Squat,lower_strength,1,8.0,246.4,,,,5,
20589,3740,Bulgarian Split Squat,lower_strength,2,8.0,171.6,,,,6,
20590,3740,Bulgarian Split Squat,lower_strength,3,8.0,131.9,,,,5,
20591,3740,Seated Calf Raise,lower_strength,1,10.0,172.6,,,,7,
20592,3740,Seated Calf Raise,lower_strength,2,10.0,235.1,,,,6,
20593,3740,Seated Calf Raise,lower_strength,3,10.0,196.0,,,,6,
20594,3741,Pogos,plyometric,1,20.0,,,,20.0,8,
20595,3741,Pogos,plyometric,2,20.0,,,,20.0,5,
20596,3741,Pogos,plyometric,3,20.0,,,,20.0,9,
20597,3742,Hitting Lines,volleyball,1,30.0,,,1800.0,,8,
20598,3742,Serve Receive,volleyball,1,20.0,,,1200.0,,9,
20599,3744,Back Squat,lower_strength,1,6.0,166.1,,,,7,
20600,3744,Back Squat,lower_strength,2,6.0,200.5,,,,7,
20601,3744,Back Squat,lower_strength,3,6.0,178.0,,,,8,
20602,3744,Trap Bar Deadlift,lower_strength,1,5.0,84.2,,,,9,
20603,3744,Trap Bar Deadlift,lower_strength,2,5.0,151.1,,,,10,
20604,3744,Trap Bar Deadlift,lower_strength,3,5.0,170.5,,,,8,
20605,3744,Bulgarian Split Squat,lower_strength,1,8.0,232.5,,,,7,
20606,3744,Bulgarian Split Squat,lower_strength,2,8.0,146.5,,,,8,
20607,3744,Bulgarian Split Squat,lower_strength,3,8.0,122.8,,,,8,
20608,3744,Seated Calf Raise,lower_strength,1,10.0,146.9,,,,10,
20609,3744,Seated Calf Raise,lower_strength,2,10.0,170.9,,,,7,
20610,3744,Seated Calf Raise,lower_strength,3,10.0,120.9,,,,8,
20611,3745,Gameplay,volleyball,1,60.0,,,3600.0,,5,
20612,3747,Back Squat,lower_strength,1,6.0,178.7,,,,8,
20613,3747,Back Squat,lower_strength,2,6.0,121.6,,,,7,
20614,3747,Back Squat,lower_strength,3,6.0,254.3,,,,7,
20615,3747,Trap Bar Deadlift,lower_strength,1,5.0,226.2,,,,7,
20616,3747,Trap Bar Deadlift,lower_strength,2,5.0,155.9,,,,8,
20617,3747,Trap Bar Deadlift,lower_strength,3,5.0,142.6,,,,8,
20618,3747,Romanian Deadlift,lower_strength,1,8.0,202.4,,,,8,
20619,3747,Romanian Deadlift,lower_strength,2,8.0,174.6,,,,8,
20620,3747,Romanian Deadlift,lower_strength,3,8.0,66.3,,,,8,
20621,3747,Seated Calf Raise,lower_strength,1,10.0,132.0,,,,8,
20622,3747,Seated Calf Raise,lower_strength,2,10.0,200.1,,,,5,
20623,3747,Seated Calf Raise,lower_strength,3,10.0,231.4,,,,8,
20624,3748,Approach Jumps,plyometric,1,4.0,,,,4.0,6,
20625,3748,Approach Jumps,plyometric,2,4.0,,,,4.0,5,
20626,3748,Approach Jumps,plyometric,3,4.0,,,,4.0,6,
20627,3748,Approach Jumps,plyometric,4,4.0,,,,4.0,7,
20628,3748,Seated Box Jumps,plyometric,1,5.0,,,,5.0,8,
20629,3748,Seated Box Jumps,plyometric,2,5.0,,,,5.0,7,
20630,3748,Seated Box Jumps,plyometric,3,5.0,,,,5.0,5,
20631,3749,Hitting Lines,volleyball,1,30.0,,,1800.0,,5,
20632,3749,Serve Receive,volleyball,1,20.0,,,1200.0,,4,
20633,3749,Gameplay,volleyball,1,60.0,,,3600.0,,5,
20634,3750,Backward Treadmill Walk,recovery,1,,,,10.0,,2,
20635,3750,Spanish Squat Iso Hold,isometric,1,,,,30.0,,4,
20636,3750,Spanish Squat Iso Hold,isometric,2,,,,30.0,,3,
20637,3750,Spanish Squat Iso Hold,isometric,3,,,,30.0,,4,
20638,3750,Calf Iso Hold,isometric,1,,,,30.0,,3,
20639,3750,Calf Iso Hold,isometric,2,,,,30.0,,2,
20640,3750,Calf Iso Hold,isometric,3,,,,30.0,,4,
20641,3751,Back Squat,lower_strength,1,6.0,201.2,,,,7,
20642,3751,Back Squat,lower_strength,2,6.0,206.4,,,,6,
20643,3751,Back Squat,lower_strength,3,6.0,185.5,,,,6,
20644,3751,Trap Bar Deadlift,lower_strength,1,5.0,149.8,,,,7,
20645,3751,Trap Bar Deadlift,lower_strength,2,5.0,168.8,,,,7,
20646,3751,Trap Bar Deadlift,lower_strength,3,5.0,176.7,,,,8,
20647,3751,Bulgarian Split Squat,lower_strength,1,8.0,59.6,,,,9,
20648,3751,Bulgarian Split Squat,lower_strength,2,8.0,90.5,,,,8,
20649,3751,Bulgarian Split Squat,lower_strength,3,8.0,165.4,,,,8,
20650,3752,Hitting Lines,volleyball,1,30.0,,,1800.0,,9,
20651,3752,Serve Receive,volleyball,1,20.0,,,1200.0,,10,
20652,3752,Gameplay,volleyball,1,60.0,,,3600.0,,10,
20653,3754,Back Squat,lower_strength,1,6.0,147.6,,,,7,
20654,3754,Back Squat,lower_strength,2,6.0,163.0,,,,7,
20655,3754,Back Squat,lower_strength,3,6.0,229.4,,,,7,
20656,3754,Trap Bar Deadlift,lower_strength,1,5.0,220.5,,,,8,
20657,3754,Trap Bar Deadlift,lower_strength,2,5.0,79.2,,,,8,
20658,3754,Trap Bar Deadlift,lower_strength,3,5.0,151.6,,,,6,
20659,3754,Romanian Deadlift,lower_strength,1,8.0,140.9,,,,6,
20660,3754,Romanian Deadlift,lower_strength,2,8.0,113.0,,,,8,
20661,3754,Romanian Deadlift,lower_strength,3,8.0,119.9,,,,6,
20662,3754,Bulgarian Split Squat,lower_strength,1,8.0,66.6,,,,7,
20663,3754,Bulgarian Split Squat,lower_strength,2,8.0,130.9,,,,7,
20664,3754,Bulgarian Split Squat,lower_strength,3,8.0,185.5,,,,7,
20665,3754,Seated Calf Raise,lower_strength,1,10.0,137.7,,,,7,
20666,3754,Seated Calf Raise,lower_strength,2,10.0,80.7,,,,7,
20667,3754,Seated Calf Raise,lower_strength,3,10.0,221.4,,,,5,
20668,3755,Approach Jumps,plyometric,1,4.0,,,,4.0,9,
20669,3755,Approach Jumps,plyometric,2,4.0,,,,4.0,10,
20670,3755,Approach Jumps,plyometric,3,4.0,,,,4.0,7,
20671,3755,Approach Jumps,plyometric,4,4.0,,,,4.0,9,
20672,3755,Pogos,plyometric,1,20.0,,,,20.0,6,
20673,3755,Pogos,plyometric,2,20.0,,,,20.0,8,
20674,3755,Pogos,plyometric,3,20.0,,,,20.0,9,
20675,3755,Seated Box Jumps,plyometric,1,5.0,,,,5.0,8,
20676,3755,Seated Box Jumps,plyometric,2,5.0,,,,5.0,7,
20677,3755,Seated Box Jumps,plyometric,3,5.0,,,,5.0,8,
20678,3756,Hitting Lines,volleyball,1,30.0,,,1800.0,,7,
20679,3756,Gameplay,volleyball,1,60.0,,,3600.0,,9,
20680,3757,Backward Treadmill Walk,recovery,1,,,,10.0,,5,
20681,3757,Spanish Squat Iso Hold,isometric,1,,,,30.0,,4,
20682,3757,Spanish Squat Iso Hold,isometric,2,,,,30.0,,4,
20683,3757,Spanish Squat Iso Hold,isometric,3,,,,30.0,,4,
20684,3757,Calf Iso Hold,isometric,1,,,,30.0,,4,
20685,3757,Calf Iso Hold,isometric,2,,,,30.0,,5,
20686,3757,Calf Iso Hold,isometric,3,,,,30.0,,5,
